date,time (UTC+1),title,artists,description,venue,ticket_type,venue_type,is_streaming,ticket_price_gbp,interested,categories,short_url,long_url
2021-10-10,11:00,13. Ten Years of the Oxford Lieder Young Artist Platform,"Alessandro Fisher
Keval Shah
Lotte Betts-Dean
Siân Dicker","The Oxford Lieder Young Artist Platform has identified and supported exceptional young singer-pianist duos since 2011. Four previous winners of the scheme join forces today to present a programme of Scandinavian song, curated by pianist Keval Shah who is now Lecturer of Lieder at the Sibelius Academy in Helsinki. Evoking the dramatic natural world of the Nordic countries, this concert starts a ...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,,/event/1279,https://www.oxfordlieder.co.uk/event/1279
2021-10-10,11:00,13. Ten Years of the Oxford Lieder Young Artist Platform,"Alessandro Fisher
Keval Shah
Lotte Betts-Dean
Siân Dicker","The Oxford Lieder Young Artist Platform has identified and supported exceptional young singer-pianist duos since 2011. Four previous winners of the scheme join forces today to present a programme of Scandinavian song, curated by pianist Keval Shah who is now Lecturer of Lieder at the Sibelius Academy in Helsinki. Evoking the dramatic natural world of the Nordic countries, this concert starts a ...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,,/event/1279,https://www.oxfordlieder.co.uk/event/1279
2021-10-10,11:00,13. Ten Years of the Oxford Lieder Young Artist Platform,"Alessandro Fisher
Keval Shah
Lotte Betts-Dean
Siân Dicker","The Oxford Lieder Young Artist Platform has identified and supported exceptional young singer-pianist duos since 2011. Four previous winners of the scheme join forces today to present a programme of Scandinavian song, curated by pianist Keval Shah who is now Lecturer of Lieder at the Sibelius Academy in Helsinki. Evoking the dramatic natural world of the Nordic countries, this concert starts a ...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,,/event/1279,https://www.oxfordlieder.co.uk/event/1279
2021-10-10,13:30,14. Celebrating Stenhammar,"Leah Broad
Daniel Grimley
Martin Sturfält
Agnes Auer","1.30pm-2.30pm - Swedish Song: Broadening Horizons
3pm-4pm - Stenhammar: A Swedish Voice
The Swedish composer Wilhelm Stenhammar, born 150 years ago, was one of the finest song composers of his generation and would surely be mentioned in the same breath as his more famous contemporaries if Swedish-language song was better known. To introduce this two-part event, Leah Broad, Daniel Grimley ...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,15,0,study-event,/event/1280,https://www.oxfordlieder.co.uk/event/1280
2021-10-10,13:30,14. Celebrating Stenhammar,"Leah Broad
Daniel Grimley
Martin Sturfält
Agnes Auer","1.30pm-2.30pm - Swedish Song: Broadening Horizons
3pm-4pm - Stenhammar: A Swedish Voice
The Swedish composer Wilhelm Stenhammar, born 150 years ago, was one of the finest song composers of his generation and would surely be mentioned in the same breath as his more famous contemporaries if Swedish-language song was better known. To introduce this two-part event, Leah Broad, Daniel Grimley ...",Jacqueline du Pré Music Building,General Admission,In-person only,0,12,0,study-event,/event/1280,https://www.oxfordlieder.co.uk/event/1280
2021-10-10,13:30,14. Celebrating Stenhammar,"Leah Broad
Daniel Grimley
Martin Sturfält
Agnes Auer","1.30pm-2.30pm - Swedish Song: Broadening Horizons
3pm-4pm - Stenhammar: A Swedish Voice
The Swedish composer Wilhelm Stenhammar, born 150 years ago, was one of the finest song composers of his generation and would surely be mentioned in the same breath as his more famous contemporaries if Swedish-language song was better known. To introduce this two-part event, Leah Broad, Daniel Grimley ...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,5,0,study-event,/event/1280,https://www.oxfordlieder.co.uk/event/1280
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:30,15. Songs and Moods (first performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 17 for information on the 8.15pm in-person and livestreamed performance.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at ...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,early-evening,/event/1281,https://www.oxfordlieder.co.uk/event/1281
2021-10-10,17:45,16. A Swedish Sensation,Stenhammar Quartet,"The Stenhammar Quartet is one of Sweden’s leading ensembles, with a particularly strong reputation for performing Scandinavian chamber music. There are no better exponents of the string quartets of Wilhelm Stenhammar, which are counted among the composer’s finest works. Today they perform his magnificent fourth quartet. It was completed in 1907 and dedicated to Jean Sibelius, and it...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,rush-hour,/event/1309,https://www.oxfordlieder.co.uk/event/1309
2021-10-10,17:45,16. A Swedish Sensation,Stenhammar Quartet,"The Stenhammar Quartet is one of Sweden’s leading ensembles, with a particularly strong reputation for performing Scandinavian chamber music. There are no better exponents of the string quartets of Wilhelm Stenhammar, which are counted among the composer’s finest works. Today they perform his magnificent fourth quartet. It was completed in 1907 and dedicated to Jean Sibelius, and it...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,rush-hour,/event/1309,https://www.oxfordlieder.co.uk/event/1309
2021-10-10,17:45,16. A Swedish Sensation,Stenhammar Quartet,"The Stenhammar Quartet is one of Sweden’s leading ensembles, with a particularly strong reputation for performing Scandinavian chamber music. There are no better exponents of the string quartets of Wilhelm Stenhammar, which are counted among the composer’s finest works. Today they perform his magnificent fourth quartet. It was completed in 1907 and dedicated to Jean Sibelius, and it...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,rush-hour,/event/1309,https://www.oxfordlieder.co.uk/event/1309
2021-10-10,17:45,16. A Swedish Sensation,Stenhammar Quartet,"The Stenhammar Quartet is one of Sweden’s leading ensembles, with a particularly strong reputation for performing Scandinavian chamber music. There are no better exponents of the string quartets of Wilhelm Stenhammar, which are counted among the composer’s finest works. Today they perform his magnificent fourth quartet. It was completed in 1907 and dedicated to Jean Sibelius, and it...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,rush-hour,/event/1309,https://www.oxfordlieder.co.uk/event/1309
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,13,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,20:15,17. Songs and Moods (second performance),"Sholto Kynoch
Roderick Williams
Camilla Tilling
Agnes Auer","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 15. This performance will be in-person and livestreamed.
 
Stenhammar wrote many songs, but only one substantial song cycle: ‘Songs and Moods’. Setting texts by five poets – with three poems of Bo Bergman at its heart – it shows an...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,evening,/event/1283,https://www.oxfordlieder.co.uk/event/1283
2021-10-10,22:00,18. Stenhammar's Contemporaries,"Maria Forsström
Matti Hirvonen","Concluding our day focussed on Wilhelm Stenhammar, we welcome back these two exceptional Swedish artists, who gave one of the most memorably dramatic recitals the Festival has ever seen in 2019. They perform Stenhammar alongside another great Swedish song composer, Ture Rangström, and their compatriot Wilhelm Peterson-Berger with whom Stenhammar often found himself at loggerheads!
PRA...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,late-night,/event/1282,https://www.oxfordlieder.co.uk/event/1282
2021-10-10,22:00,18. Stenhammar's Contemporaries,"Maria Forsström
Matti Hirvonen","Concluding our day focussed on Wilhelm Stenhammar, we welcome back these two exceptional Swedish artists, who gave one of the most memorably dramatic recitals the Festival has ever seen in 2019. They perform Stenhammar alongside another great Swedish song composer, Ture Rangström, and their compatriot Wilhelm Peterson-Berger with whom Stenhammar often found himself at loggerheads!
PRA...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,late-night,/event/1282,https://www.oxfordlieder.co.uk/event/1282
2021-10-10,22:00,18. Stenhammar's Contemporaries,"Maria Forsström
Matti Hirvonen","Concluding our day focussed on Wilhelm Stenhammar, we welcome back these two exceptional Swedish artists, who gave one of the most memorably dramatic recitals the Festival has ever seen in 2019. They perform Stenhammar alongside another great Swedish song composer, Ture Rangström, and their compatriot Wilhelm Peterson-Berger with whom Stenhammar often found himself at loggerheads!
PRA...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,late-night,/event/1282,https://www.oxfordlieder.co.uk/event/1282
2021-10-10,22:00,18. Stenhammar's Contemporaries,"Maria Forsström
Matti Hirvonen","Concluding our day focussed on Wilhelm Stenhammar, we welcome back these two exceptional Swedish artists, who gave one of the most memorably dramatic recitals the Festival has ever seen in 2019. They perform Stenhammar alongside another great Swedish song composer, Ture Rangström, and their compatriot Wilhelm Peterson-Berger with whom Stenhammar often found himself at loggerheads!
PRA...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,late-night,/event/1282,https://www.oxfordlieder.co.uk/event/1282
2021-10-11,10:30,19. SongPath at the Botanic Garden,Jess Dandy,"Please note this event has a limited capacity of 30 places.
Jess will be leading a similar walk later in the week see Event 43.
These events do not qualify for our multi-buy discount and are not included in our Festival passes.
 
SongPath is a fantastic initiative, co-founded by contralto and former Oxford Lieder Young Artist Jess Dandy, designed to provide participants w...",Oxford Botanic Garden,General Admission,SongPaths - including £5 donation to Oxfordshire Mind,0,15,0,,/event/1310,https://www.oxfordlieder.co.uk/event/1310
2021-10-11,13:00,20. Poèmes pour Mi,"Marie-Laure Garnier
Célia Oneto Bensaid","This French duo gave a sensational recital at the 2019 Lieder Festival, under the banner of the prestigious Académie Orsay-Royaumont. We welcome them back for a special programme that centres on Messiaen’s Poèmes pour Mi, an extraordinary cycle of nine songs, paraphrasing texts from the New Testament and dedicated to his wife Claire Delbos.
PRACTICAL INFORMATION
This...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,23,0,lunchtime,/event/1311,https://www.oxfordlieder.co.uk/event/1311
2021-10-11,13:00,20. Poèmes pour Mi,"Marie-Laure Garnier
Célia Oneto Bensaid","This French duo gave a sensational recital at the 2019 Lieder Festival, under the banner of the prestigious Académie Orsay-Royaumont. We welcome them back for a special programme that centres on Messiaen’s Poèmes pour Mi, an extraordinary cycle of nine songs, paraphrasing texts from the New Testament and dedicated to his wife Claire Delbos.
PRACTICAL INFORMATION
This...",Saint John the Evangelist,Seating Area A,In-person only,0,20,0,lunchtime,/event/1311,https://www.oxfordlieder.co.uk/event/1311
2021-10-11,13:00,20. Poèmes pour Mi,"Marie-Laure Garnier
Célia Oneto Bensaid","This French duo gave a sensational recital at the 2019 Lieder Festival, under the banner of the prestigious Académie Orsay-Royaumont. We welcome them back for a special programme that centres on Messiaen’s Poèmes pour Mi, an extraordinary cycle of nine songs, paraphrasing texts from the New Testament and dedicated to his wife Claire Delbos.
PRACTICAL INFORMATION
This...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,15,0,lunchtime,/event/1311,https://www.oxfordlieder.co.uk/event/1311
2021-10-11,13:00,20. Poèmes pour Mi,"Marie-Laure Garnier
Célia Oneto Bensaid","This French duo gave a sensational recital at the 2019 Lieder Festival, under the banner of the prestigious Académie Orsay-Royaumont. We welcome them back for a special programme that centres on Messiaen’s Poèmes pour Mi, an extraordinary cycle of nine songs, paraphrasing texts from the New Testament and dedicated to his wife Claire Delbos.
PRACTICAL INFORMATION
This...",Saint John the Evangelist,Seating Area B,In-person only,0,12,0,lunchtime,/event/1311,https://www.oxfordlieder.co.uk/event/1311
2021-10-11,13:00,20. Poèmes pour Mi,"Marie-Laure Garnier
Célia Oneto Bensaid","This French duo gave a sensational recital at the 2019 Lieder Festival, under the banner of the prestigious Académie Orsay-Royaumont. We welcome them back for a special programme that centres on Messiaen’s Poèmes pour Mi, an extraordinary cycle of nine songs, paraphrasing texts from the New Testament and dedicated to his wife Claire Delbos.
PRACTICAL INFORMATION
This...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,lunchtime,/event/1311,https://www.oxfordlieder.co.uk/event/1311
2021-10-11,13:00,20. Poèmes pour Mi,"Marie-Laure Garnier
Célia Oneto Bensaid","This French duo gave a sensational recital at the 2019 Lieder Festival, under the banner of the prestigious Académie Orsay-Royaumont. We welcome them back for a special programme that centres on Messiaen’s Poèmes pour Mi, an extraordinary cycle of nine songs, paraphrasing texts from the New Testament and dedicated to his wife Claire Delbos.
PRACTICAL INFORMATION
This...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,lunchtime,/event/1311,https://www.oxfordlieder.co.uk/event/1311
2021-10-11,15:15,21. Nature's Musicians,"Laura Tunbridge
Claire Ward
Guy Murgatroyd
John Krebs","Eminent ornithologist John Krebs explains how birdsong is primarily a tool of communication, asking why something so apparently functional should also be so beautiful. He is joined by Laura Tunbridge, Fellow in Music at St Catherine’s College, for a discussion about the appearances of birdsong in poetry and music. Two exciting young musicians illustrate this with music by Messiaen, Debuss...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,11,0,study-event,/event/1284,https://www.oxfordlieder.co.uk/event/1284
2021-10-11,15:15,21. Nature's Musicians,"Laura Tunbridge
Claire Ward
Guy Murgatroyd
John Krebs","Eminent ornithologist John Krebs explains how birdsong is primarily a tool of communication, asking why something so apparently functional should also be so beautiful. He is joined by Laura Tunbridge, Fellow in Music at St Catherine’s College, for a discussion about the appearances of birdsong in poetry and music. Two exciting young musicians illustrate this with music by Messiaen, Debuss...",Jacqueline du Pré Music Building,General Admission,In-person only,0,8,0,study-event,/event/1284,https://www.oxfordlieder.co.uk/event/1284
2021-10-11,15:15,21. Nature's Musicians,"Laura Tunbridge
Claire Ward
Guy Murgatroyd
John Krebs","Eminent ornithologist John Krebs explains how birdsong is primarily a tool of communication, asking why something so apparently functional should also be so beautiful. He is joined by Laura Tunbridge, Fellow in Music at St Catherine’s College, for a discussion about the appearances of birdsong in poetry and music. Two exciting young musicians illustrate this with music by Messiaen, Debuss...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,3,0,study-event,/event/1284,https://www.oxfordlieder.co.uk/event/1284
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:30,22. Over Silent Lands (first performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 24 for information on the 8.15pm in-person and livestreamed performance.
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An di...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,early-evening,/event/1287,https://www.oxfordlieder.co.uk/event/1287
2021-10-11,17:45,23. French Connections,"Kaëlig Boché
Elenora Pertz","This concert is presented in association with the Académie Orsay-Royaumont, a leading training programme in France for exceptional young duos. The multi prize-winning French tenor Kaëlig Boché and Italian-American pianist Elenora Pertz are already making great waves, and today they bring a colourful programme of songs by Saint-Saëns, Poulenc and Zemlinsky.
PRAC...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,15,0,rush-hour,/event/1285,https://www.oxfordlieder.co.uk/event/1285
2021-10-11,17:45,23. French Connections,"Kaëlig Boché
Elenora Pertz","This concert is presented in association with the Académie Orsay-Royaumont, a leading training programme in France for exceptional young duos. The multi prize-winning French tenor Kaëlig Boché and Italian-American pianist Elenora Pertz are already making great waves, and today they bring a colourful programme of songs by Saint-Saëns, Poulenc and Zemlinsky.
PRAC...",Jacqueline du Pré Music Building,General Admission,In-person only,0,12,0,rush-hour,/event/1285,https://www.oxfordlieder.co.uk/event/1285
2021-10-11,17:45,23. French Connections,"Kaëlig Boché
Elenora Pertz","This concert is presented in association with the Académie Orsay-Royaumont, a leading training programme in France for exceptional young duos. The multi prize-winning French tenor Kaëlig Boché and Italian-American pianist Elenora Pertz are already making great waves, and today they bring a colourful programme of songs by Saint-Saëns, Poulenc and Zemlinsky.
PRAC...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,rush-hour,/event/1285,https://www.oxfordlieder.co.uk/event/1285
2021-10-11,17:45,23. French Connections,"Kaëlig Boché
Elenora Pertz","This concert is presented in association with the Académie Orsay-Royaumont, a leading training programme in France for exceptional young duos. The multi prize-winning French tenor Kaëlig Boché and Italian-American pianist Elenora Pertz are already making great waves, and today they bring a colourful programme of songs by Saint-Saëns, Poulenc and Zemlinsky.
PRAC...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,rush-hour,/event/1285,https://www.oxfordlieder.co.uk/event/1285
